gid,animal,time,geom,label
558,767,2006-06-16 16:01:28,0101000020110F000036DDFC877DC632411BDC2F31530F5641,2
585,767,2006-06-24 00:01:49,0101000020110F00006AD5536523C63241AD87EF944D0F5641,2
606,767,2006-07-01 04:01:56,0101000020110F000010559D8536C73241B1D4C0B1920F5641,2
36,767,2005-12-12 06:02:52,0101000020110F00006868F27B0DCB324179F2218D6F0E5641,1
37,767,2005-12-12 18:01:51,0101000020110F000002509C2DB7CA324115F9FDE6320E5641,1
38,767,2005-12-14 18:03:07,0101000020110F0000E9D432F329CC3241CB7227E22E0E5641,1
39,767,2005-12-15 00:01:54,0101000020110F00008B83746193CC3241B778DD092C0E5641,1
40,767,2005-12-15 06:02:42,0101000020110F0000A9F1DA2EBECC3241118E97F32E0E5641,1
41,767,2005-12-16 06:01:47,0101000020110F0000E4DB5844ABCA32411A0518EA850E5641,1
42,767,2005-12-16 18:02:40,0101000020110F0000AA066913D2CC324185FC7FCD370E5641,1
43,767,2005-12-17 00:02:52,0101000020110F0000935810ACE2CB32416505F9352C0E5641,1
44,767,2005-12-17 06:02:18,0101000020110F0000CBA70102DECB3241EFFFE34E210E5641,1
45,767,2005-12-17 12:02:22,0101000020110F0000BED2BF0624CB3241E3363B48EC0D5641,1
46,767,2005-12-18 00:01:53,0101000020110F00009AC9BB87FCCA32411D4319DE780E5641,1
47,767,2005-12-18 06:02:57,0101000020110F0000A5717F5D03CB3241D072E877720E5641,1
48,767,2005-12-18 12:02:42,0101000020110F00006355EF3B22CB3241C746A4FD7C0E5641,1
49,767,2005-12-19 00:01:54,0101000020110F00009925850EFECB32412668DD4D210E5641,1
50,767,2005-12-19 06:03:03,0101000020110F000034DA68B3F8CA324122A898396E0E5641,1
51,767,2005-12-19 12:02:24,0101000020110F00000485AC06B9CA324111862455990E5641,1
52,767,2005-12-19 18:02:12,0101000020110F00008B86EFAA63CB32413F1963B57B0E5641,1
53,767,2005-12-20 00:01:51,0101000020110F000055430BB417CB3241020DD948590E5641,1
55,767,2005-12-21 00:01:51,0101000020110F0000063A0735F0CA3241EA4F6E1A740E5641,1
56,767,2005-12-21 06:02:12,0101000020110F00003AD6BD35C2CA324183600002790E5641,1
57,767,2005-12-21 12:01:21,0101000020110F00000A50AEF253CA32410707E00C510E5641,1
58,767,2005-12-21 18:01:44,0101000020110F0000A278F8C17CCA3241E84BF3E9420E5641,1
59,767,2005-12-22 00:01:56,0101000020110F000014A4639FD5C93241499214622C0E5641,1
60,767,2005-12-22 06:02:39,0101000020110F00009F4D58DE64CA3241403E5774530E5641,1
61,767,2005-12-22 12:02:07,0101000020110F000058CF6268FCCA32415A9B4AC0710E5641,1
62,767,2005-12-23 00:03:06,0101000020110F0000EC2C400AEACA3241E9764079750E5641,1
63,767,2005-12-24 00:02:40,0101000020110F00004CB093A137CC324156CE2431210E5641,1
64,767,2005-12-24 06:02:20,0101000020110F0000D600A56EB0CA324108BD0CEB7E0E5641,1
65,767,2005-12-24 18:01:48,0101000020110F00003A06227060CA32418F61027E8B0E5641,1
66,767,2005-12-25 00:00:54,0101000020110F00001F9F6FECFECA3241522F53BA760E5641,1
67,767,2005-12-25 06:02:24,0101000020110F00004C6D2D70C5CA324195649B5F750E5641,1
68,767,2005-12-25 18:01:48,0101000020110F00004ED32514DBCA324142CB1BC8770E5641,1
69,767,2005-12-26 00:02:38,0101000020110F0000A545433153CB32411F0985CB8A0E5641,1
70,767,2005-12-26 18:02:21,0101000020110F0000EEE19A3821CB3241E541FE52360E5641,1
71,767,2005-12-27 00:03:05,0101000020110F00003966137BD5CB32417AB65C45330E5641,1
72,767,2005-12-27 06:02:09,0101000020110F0000881015C19DCB3241058DF43A2E0E5641,1
1,767,2005-11-27 16:01:53,0101000020110F0000733A3D70D1CA3241F13CA1B7FE0D5641,1
2,767,2005-11-28 00:03:00,0101000020110F000043F98A8DB5CA32418386BEF7DE0D5641,1
4,767,2005-11-28 08:01:24,0101000020110F00009B1F7F48EFCA324100C52B382A0E5641,1
5,767,2005-11-28 12:01:56,0101000020110F0000B445673112CB32413EECC1DD2B0E5641,1
6,767,2005-11-28 16:01:24,0101000020110F00001B1E4EDF66CA32415E65ADD9F50D5641,1
7,767,2005-11-28 20:00:53,0101000020110F00002CBC891B56CA32410B460093E70D5641,1
8,767,2005-11-29 00:02:20,0101000020110F000068CCE274BDCA32418C00BC51EF0D5641,1
9,767,2005-11-29 12:01:01,0101000020110F00001A19601F16CB32413924D60D3C0E5641,1
12,767,2005-11-30 00:02:51,0101000020110F000049EBDAE5AFCA32419FE87836F00D5641,1
14,767,2005-11-30 12:02:14,0101000020110F00002D0B8164D7C932418E05E41D030E5641,1
16,767,2005-11-30 20:01:12,0101000020110F0000BC98038FBECA32418E18E496F00D5641,1
17,767,2005-12-01 12:02:51,0101000020110F00006BB3145413CB324186059453350E5641,1
19,767,2005-12-01 20:03:12,0101000020110F00005F8DBB36CACA3241211830C1830E5641,1
20,767,2005-12-02 00:02:24,0101000020110F000004B938C5CACA32416AA423C4850E5641,1
21,767,2005-12-02 04:00:55,0101000020110F000068FFEAA259CA32419402C365750E5641,1
22,767,2005-12-02 16:01:42,0101000020110F00009F77DF72A7CA324176D5AEFC730E5641,1
23,767,2005-12-03 00:02:34,0101000020110F0000A83AE4DFD8CA324108BDABC07B0E5641,1
24,767,2005-12-04 00:02:17,0101000020110F000089501920FFCB3241756E9EFF1D0E5641,1
25,767,2005-12-04 12:02:01,0101000020110F000097F9F544DBCB3241B6AB278CF60D5641,1
26,767,2005-12-04 20:02:10,0101000020110F0000BE5A8398E8CC32410CABFE2F150E5641,1
13,767,2005-11-30 04:01:12,0101000020110F0000DEF4FC7110CB3241F99603A2F20D5641,1
77,767,2005-12-29 06:01:57,0101000020110F00009A54FA6291CB32414116B959E50D5641,1
78,767,2005-12-29 12:03:10,0101000020110F00006993BB0953CC32416ADD06970F0E5641,1
80,767,2005-12-30 00:01:45,0101000020110F0000EDD8C68BCFCA32413B719A13DD0D5641,1
81,767,2005-12-30 06:01:42,0101000020110F00003E100FE20CCB32416A0903E7F50D5641,1
82,767,2005-12-30 12:02:52,0101000020110F0000A4136C8034CB3241A34B09CCD30D5641,1
83,767,2005-12-30 18:00:53,0101000020110F0000C25DE6B310CC3241F017332A030E5641,1
84,767,2005-12-31 00:02:12,0101000020110F00002CC8BF103ECC3241E0D254101A0E5641,1
85,767,2005-12-31 12:01:49,0101000020110F0000B8F1FE2E7DCC3241FAFE97DC1F0E5641,1
86,767,2005-12-31 18:02:20,0101000020110F000089E3A71770CC324166722459280E5641,1
87,767,2006-01-01 12:02:52,0101000020110F000007D3302755CC3241EC6201FE1E0E5641,1
88,767,2006-01-02 06:01:51,0101000020110F00005F9C951FB0CC324112C1361BDE0D5641,1
90,767,2006-01-04 06:02:02,0101000020110F00003E7FB13F2FCC324151BBC010290E5641,1
91,767,2006-01-05 06:03:01,0101000020110F0000044B01815ECC3241D97832B8EA0D5641,1
173,767,2006-02-09 00:01:47,0101000020110F0000304BD8D630CB3241797CD88EEE0D5641,1
93,767,2006-01-06 12:03:10,0101000020110F00001E5EA551C0CB32412E4A3B24C80D5641,1
94,767,2006-01-07 18:03:13,0101000020110F000037122E7203CD3241B774D2CAE80D5641,1
95,767,2006-01-08 00:02:40,0101000020110F0000EEA9A44A34CC324108DD2F40EA0D5641,1
96,767,2006-01-08 06:01:47,0101000020110F0000C2BCE8EC6FCC32416365139EDD0D5641,1
97,767,2006-01-08 18:02:22,0101000020110F000027222ED9E1CB324172B156C50D0E5641,1
98,767,2006-01-09 00:02:56,0101000020110F00002F9701396FCB32414F1A9308630E5641,1
99,767,2006-01-09 06:01:47,0101000020110F0000EBDAE6EE57CA3241828A8B78780E5641,1
101,767,2006-01-10 00:02:16,0101000020110F00008D60E33707CC3241EB796D08160E5641,1
102,767,2006-01-10 06:01:26,0101000020110F000085643BA245CB324147FB44142A0E5641,1
103,767,2006-01-11 00:01:49,0101000020110F0000798B4D56C3CC324143B1533E310E5641,1
104,767,2006-01-11 12:03:07,0101000020110F000098E8E281ADCC3241B097A232140E5641,1
105,767,2006-01-12 18:01:50,0101000020110F0000C01D8F41B7CA32412794D3352E0E5641,1
106,767,2006-01-13 00:01:47,0101000020110F000051CCEED04ECA324183D94667960E5641,1
107,767,2006-01-13 12:02:16,0101000020110F00006448461E55CB3241BDA7F4F78D0E5641,1
108,767,2006-01-13 18:02:42,0101000020110F00000CCF85A91ECC32418942EEB8550E5641,1
109,767,2006-01-14 06:03:08,0101000020110F0000C481670CBFCA3241AE63BFBE790E5641,1
110,767,2006-01-14 12:02:30,0101000020110F000021109E3761CA3241733F6FB3620E5641,1
112,767,2006-01-15 00:02:36,0101000020110F0000150EEF9279CA32416A0491E6840E5641,1
113,767,2006-01-15 06:01:48,0101000020110F0000DD3B0F6AD0CA3241CFB6FFCF840E5641,1
114,767,2006-01-15 12:01:32,0101000020110F0000004DCE4674CB3241A61C9BB5900E5641,1
115,767,2006-01-15 18:01:51,0101000020110F000018C307A0C3CB32417FE876209F0E5641,1
116,767,2006-01-16 00:01:52,0101000020110F0000CA477B3809CB32418430B507780E5641,1
117,767,2006-01-16 12:01:26,0101000020110F00002AD699AB88CB324125C82B0D8B0E5641,1
118,767,2006-01-20 06:03:01,0101000020110F0000FC3538B7FACA32419030EBCC740E5641,1
119,767,2006-01-20 12:02:47,0101000020110F00001ABF745035CB32416C83C96B770E5641,1
120,767,2006-01-20 18:01:52,0101000020110F00005463F8E9A5CB32416BB52CDF980E5641,1
122,767,2006-01-21 18:02:25,0101000020110F0000D56E05D3CFCA3241FE0FAC1C790E5641,1
123,767,2006-01-22 00:01:52,0101000020110F0000A09FB1F9F6CA3241FBB5B15B7A0E5641,1
124,767,2006-01-22 06:03:06,0101000020110F000063B92156BFC9324122D2E1F35D0E5641,1
125,767,2006-01-22 18:02:45,0101000020110F0000DCDEEA720CCB3241333CB299ED0D5641,1
126,767,2006-01-23 06:03:09,0101000020110F0000424F77F8D5CB32415DF546B2460E5641,1
127,767,2006-01-23 12:01:23,0101000020110F000078E4F6B51BCB3241DD4A652A730E5641,1
128,767,2006-01-24 00:01:50,0101000020110F0000B8ED18CCF6CA32412BD975E2740E5641,1
129,767,2006-01-24 12:01:47,0101000020110F0000B7D3737D64CA32413DBED61B7E0E5641,1
130,767,2006-01-24 18:02:25,0101000020110F0000AC137E45D1CA3241C47211BF7C0E5641,1
131,767,2006-01-25 00:01:48,0101000020110F000014849F89FACA3241A4F60755720E5641,1
132,767,2006-01-25 06:01:47,0101000020110F00002EB48C9CECCA3241B0E65DCD750E5641,1
134,767,2006-01-25 18:01:51,0101000020110F00004442A5BA55CA32410DCF83B1F70D5641,1
135,767,2006-01-26 06:02:19,0101000020110F00008A856B1AEECA3241A0850AB1FD0D5641,1
136,767,2006-01-26 12:00:48,0101000020110F000049A67D855DCA3241DD55FA08FB0D5641,1
137,767,2006-01-27 06:01:42,0101000020110F00002DD117006ACA3241C0338C30FA0D5641,1
138,767,2006-01-27 12:01:17,0101000020110F0000735FD644C3CB3241094C8C67DF0D5641,1
139,767,2006-01-27 18:01:40,0101000020110F00004AF894F587CC3241C93CD1710C0E5641,1
140,767,2006-01-28 12:03:08,0101000020110F0000DE5B0D9269CD324151B19E76170E5641,1
141,767,2006-01-28 18:01:54,0101000020110F0000AC1C7B12D6CC3241B6B44152320E5641,1
143,767,2006-01-29 12:01:53,0101000020110F0000FD67CDBCB1CC32419101EAF4230E5641,1
144,767,2006-01-29 18:01:57,0101000020110F00006B69878808CD32412F2D4F54240E5641,1
145,767,2006-01-30 00:03:03,0101000020110F00000AFC1BFD79CC3241AC3361B7840E5641,1
146,767,2006-01-30 06:00:48,0101000020110F00002B3043597CCC3241921F31A8890E5641,1
147,767,2006-01-30 12:02:41,0101000020110F000067A195A49DCB32412CCEDE7E960E5641,1
148,767,2006-01-31 06:01:51,0101000020110F0000A01A50B0C8CA3241A57ABEED740E5641,1
149,767,2006-02-02 06:01:23,0101000020110F000054062706DACC32418E10F5292F0E5641,1
150,767,2006-02-02 12:02:57,0101000020110F00004C4D2739FDCC324163F53FE5190E5641,1
151,767,2006-02-02 18:01:38,0101000020110F0000D42F6C8D24CD3241C1C2B071070E5641,1
152,767,2006-02-03 00:01:50,0101000020110F00006F7951A010CD3241A9DD6F8F070E5641,1
153,767,2006-02-03 18:01:25,0101000020110F0000A03C0370CFCC32412EF11500870E5641,1
154,767,2006-02-04 00:01:42,0101000020110F0000885F352AD2CC3241CEEEFBDD8A0E5641,1
156,767,2006-02-04 12:02:22,0101000020110F000045D95B363ACB3241952D12257E0E5641,1
157,767,2006-02-04 18:01:42,0101000020110F0000B0B463DEC9CA3241CEB9E575440E5641,1
158,767,2006-02-05 00:03:03,0101000020110F0000E8209E7655CB3241EC3D4D593B0E5641,1
159,767,2006-02-05 06:01:02,0101000020110F0000600B517E0CCB3241869CEF49770E5641,1
160,767,2006-02-05 12:02:20,0101000020110F00003D36D9337CCB32416BE618B25F0E5641,1
161,767,2006-02-05 18:03:00,0101000020110F0000C0D9DE1B08CC3241DE5D026A1B0E5641,1
165,767,2006-02-06 18:00:41,0101000020110F0000AD9B18B7E2CA3241043DD062290E5641,1
166,767,2006-02-07 00:02:29,0101000020110F000065EAC7FFE5CA32417B787F33750E5641,1
167,767,2006-02-07 06:00:55,0101000020110F00003AB05E25F3CA32418BD379F9750E5641,1
168,767,2006-02-07 18:03:11,0101000020110F0000E672E69FDCC93241C79FC7D2910E5641,1
74,767,2005-12-28 00:02:40,0101000020110F000082DEC093BCCA3241255D902CFF0D5641,1
75,767,2005-12-28 06:01:52,0101000020110F0000A787915C07CB3241AF1EFF74F70D5641,1
174,767,2006-02-09 06:01:25,0101000020110F00009596365323CB32410A3ED77DEF0D5641,1
175,767,2006-02-09 12:02:24,0101000020110F0000874C9EFE18CB3241AB7FE921F70D5641,1
177,767,2006-02-10 06:03:00,0101000020110F000035C88FB4EDCC3241D4B97F17360E5641,1
178,767,2006-02-11 00:03:04,0101000020110F0000F1246D7EC5CA32417CA2A711400E5641,1
179,767,2006-02-11 06:01:12,0101000020110F0000AC17A653BFCA324108401A2F3D0E5641,1
180,767,2006-02-11 12:02:24,0101000020110F00009DB2A27445CB32411FA86A633D0E5641,1
181,767,2006-02-13 18:01:51,0101000020110F000067847582C0CC32411BF8ACB22B0E5641,1
182,767,2006-02-14 00:03:13,0101000020110F0000E3267A491FCD32418A4C0898160E5641,1
183,767,2006-02-14 06:00:57,0101000020110F0000FE1D596866CC3241025251B4F40D5641,1
184,767,2006-02-14 12:01:53,0101000020110F0000B67072E044CB32410771CCB2E70D5641,1
185,767,2006-02-14 18:01:01,0101000020110F000013650C7B17CB32412ED73033BB0D5641,1
186,767,2006-02-15 00:01:59,0101000020110F0000C6711AFBF3CA32410E6460BC760E5641,1
187,767,2006-02-15 06:02:11,0101000020110F0000BF36B0FFD3CA32413390841B7B0E5641,1
188,767,2006-02-15 12:01:18,0101000020110F00008F8A41AC96CA32417C1E6DAE2D0E5641,1
189,767,2006-02-15 18:01:53,0101000020110F0000E95D4003A6CA32414A24137C0C0E5641,1
190,767,2006-02-16 00:02:18,0101000020110F00004FA6B86AADCB32414825E7932B0E5641,1
191,767,2006-02-16 06:01:24,0101000020110F00001DDE5A7210CC32418B030370390E5641,1
192,767,2006-02-16 18:03:03,0101000020110F0000C393A3C7B5CD3241F595F281090E5641,1
194,767,2006-02-21 06:01:24,0101000020110F0000ECB9F15BFFCB3241DF7318A1340E5641,1
195,767,2006-02-21 18:03:09,0101000020110F0000CC118DF581CC3241F8382E159F0E5641,1
270,767,2006-03-23 12:03:09,0101000020110F00000321BC0D09CB324107B47471A70D5641,1
198,767,2006-02-22 18:02:57,0101000020110F0000CAE878FFA9CA32412249DA23790E5641,1
199,767,2006-02-23 06:01:52,0101000020110F0000A41E60900ECB3241D8222F65760E5641,1
200,767,2006-02-23 12:01:54,0101000020110F000022DAF115C7CA32416C6E983C420E5641,1
201,767,2006-02-23 18:02:51,0101000020110F0000F339FB62D9CA32415CAB5C7E2B0E5641,1
202,767,2006-02-24 06:02:49,0101000020110F0000D1FC7B17ABCC324197659B3B0A0E5641,1
203,767,2006-02-25 18:03:03,0101000020110F00000D9C7D7B82CC32411944BB57DE0D5641,1
204,767,2006-02-26 00:03:12,0101000020110F000067EBC74D81CD32418DC669AFD80D5641,1
205,767,2006-02-26 06:02:21,0101000020110F00008E73BC84ADCC324111442D17D70D5641,1
206,767,2006-02-26 18:03:06,0101000020110F000001AFC786C9CC32411B227A0B2B0E5641,1
207,767,2006-02-27 18:02:18,0101000020110F0000146FCFF97ECC32418D19B284930E5641,1
208,767,2006-02-28 06:01:12,0101000020110F00000AB700349ACB3241A549EB5AE90E5641,1
209,767,2006-02-28 12:01:52,0101000020110F00007F3CAAF3CBCB32411F2CC6E0970E5641,1
210,767,2006-02-28 18:00:55,0101000020110F000086355B8297CB3241A6F7E6CA940E5641,1
211,767,2006-03-01 00:02:50,0101000020110F0000242DCF4B49CB324153034D10820E5641,1
212,767,2006-03-01 06:02:26,0101000020110F000069F08CED1ECB3241BD642D358B0E5641,1
213,767,2006-03-01 18:01:23,0101000020110F00002A2F01EAF3CA3241FAA91C1F730E5641,1
214,767,2006-03-02 00:02:10,0101000020110F00007F2E7D4589CB32419A874074300E5641,1
216,767,2006-03-02 12:00:54,0101000020110F00001290C48CD7CA3241E1AD394BD40D5641,1
217,767,2006-03-02 18:03:08,0101000020110F0000F163EDC236CB32418D5BB11BEB0D5641,1
219,767,2006-03-03 18:01:23,0101000020110F00002138B2DF9DC9324151549154FF0D5641,1
220,767,2006-03-04 00:01:43,0101000020110F00003F41395888C93241544ADB25BB0D5641,1
221,767,2006-03-04 12:02:03,0101000020110F00000B9FA53BD5C93241FC1364B5ED0D5641,1
222,767,2006-03-05 00:02:15,0101000020110F00008980BF7B8ACA3241C28968D1E90D5641,1
223,767,2006-03-05 06:01:17,0101000020110F00008A47DA310DCB324104775C35FE0D5641,1
224,767,2006-03-05 12:02:21,0101000020110F0000281B62D7F5CB32415B5E9AD1370E5641,1
225,767,2006-03-06 18:03:12,0101000020110F0000BC5E16E876CD3241C6BD1A51180E5641,1
226,767,2006-03-07 00:03:05,0101000020110F0000E30973287CCB324134B8925FD60D5641,1
227,767,2006-03-07 06:02:56,0101000020110F00009B67155B9FCA3241D34BEF72E40D5641,1
228,767,2006-03-07 18:02:53,0101000020110F0000E6B7BFBD54CC32413D8C7DD2E20D5641,1
229,767,2006-03-08 00:00:53,0101000020110F0000EC125910F0CB3241B3535CEA270E5641,1
230,767,2006-03-08 06:01:27,0101000020110F000057A0ED89EECB324110042B981B0E5641,1
231,767,2006-03-08 18:01:51,0101000020110F00003B11AB2AA5CA3241E2AE5E9FF30D5641,1
232,767,2006-03-09 00:01:50,0101000020110F000001678C9640C9324188659406B50D5641,1
233,767,2006-03-09 06:03:04,0101000020110F00002859778C2BC93241DD24CA65C30D5641,1
234,767,2006-03-10 00:00:54,0101000020110F00000B0A62ACF6C93241E39348C9C30D5641,1
235,767,2006-03-10 06:02:57,0101000020110F0000D90D787FC2C932419A0B18E4F30D5641,1
236,767,2006-03-10 12:01:48,0101000020110F00001203133BC2C932417B6753BDEA0D5641,1
238,767,2006-03-11 00:02:45,0101000020110F0000E1355C4134CA3241C826F732090E5641,1
240,767,2006-03-11 12:03:02,0101000020110F000017CF0383EDC932418ED6C982AE0D5641,1
241,767,2006-03-12 00:01:50,0101000020110F00004418DC0426CB3241838B538A540E5641,1
242,767,2006-03-12 18:00:54,0101000020110F00000E245A0E81CB32410EDB588CB60D5641,1
243,767,2006-03-13 00:03:06,0101000020110F0000178FFF238CC9324121C94DCC950D5641,1
244,767,2006-03-13 06:03:07,0101000020110F000014315712D8C9324190E35E7E840D5641,1
245,767,2006-03-13 12:02:26,0101000020110F0000DD47C92B0DCA3241C63F6220BF0D5641,1
246,767,2006-03-14 00:02:22,0101000020110F0000C372F86479C932413D3A9E869A0D5641,1
247,767,2006-03-14 12:02:09,0101000020110F00009DAA52E2E3CA3241958E0301C00D5641,1
248,767,2006-03-15 00:02:47,0101000020110F0000397C1488CEC9324188EB3FF37F0D5641,1
249,767,2006-03-15 18:02:24,0101000020110F00008DD9CCE0E5CB32413C923FB7C40D5641,1
250,767,2006-03-16 00:02:56,0101000020110F000025336A463DCC3241BA87C474070E5641,1
251,767,2006-03-17 06:01:51,0101000020110F0000D28CA83C0BCC32416007ED7C150E5641,1
252,767,2006-03-17 12:02:48,0101000020110F000065FA6724A9CB32417F0F22C0E70D5641,1
253,767,2006-03-18 00:03:03,0101000020110F0000F27E584DA6CA324112DEDC127A0E5641,1
254,767,2006-03-18 12:02:17,0101000020110F0000616387B57FCB3241D0ED27038B0D5641,1
255,767,2006-03-18 18:01:54,0101000020110F000069343D9D48C932415EA8F2DD380D5641,0
256,767,2006-03-19 06:02:38,0101000020110F0000612871166FCA324109311953D80D5641,1
257,767,2006-03-19 12:03:06,0101000020110F0000B878573106CB324176DC5352EE0D5641,1
258,767,2006-03-19 18:03:08,0101000020110F00004A35A24DF3CB324198E2282CE40D5641,1
261,767,2006-03-20 12:03:01,0101000020110F00009E361562E3CA324175E787C3330E5641,1
262,767,2006-03-20 18:01:42,0101000020110F00003039831A00CB324103E0AB6F000E5641,1
263,767,2006-03-21 00:00:55,0101000020110F0000E145FC65F7CA32413A3CE528000E5641,1
264,767,2006-03-21 12:01:31,0101000020110F00000565BFD02ACA32413A223C7DAD0D5641,1
265,767,2006-03-22 06:01:52,0101000020110F0000797BAD3100CC3241E985F554B60D5641,1
266,767,2006-03-22 12:00:55,0101000020110F0000E05AF51526CB32411254E808EF0D5641,1
271,767,2006-03-24 18:02:10,0101000020110F000094245BCD1DCA32411922E343950D5641,1
272,767,2006-03-25 12:01:02,0101000020110F0000B2440CC14FCC3241908269EA910D5641,1
274,767,2006-03-26 06:02:00,0101000020110F00005786483B5CCB3241B2EBA404F10D5641,1
275,767,2006-03-26 12:02:29,0101000020110F0000EA5A9C0FA8CA324158F26378E00D5641,1
277,767,2006-03-28 00:01:57,0101000020110F00000B6964E555CA324120D63A84360E5641,1
278,767,2006-03-28 06:01:46,0101000020110F0000AFE00AD694CA32417DC583F02E0E5641,1
279,767,2006-03-28 12:03:00,0101000020110F0000E5D48C42BFCA324150357CD2390E5641,1
280,767,2006-03-28 18:02:17,0101000020110F0000B9320BEBA8CA32413E092AC5400E5641,1
281,767,2006-03-29 06:01:42,0101000020110F0000BA0908E7DBCA3241CC7A12B72E0E5641,1
282,767,2006-03-29 12:02:22,0101000020110F00000CF1FECCECCA32411E03AC2F2E0E5641,1
283,767,2006-03-29 18:02:51,0101000020110F00006585E8AAA5CA3241497E29D1360E5641,1
284,767,2006-03-30 00:00:54,0101000020110F00005D738129D8CA3241FC438A46380E5641,1
285,767,2006-03-30 06:02:18,0101000020110F0000BB8375AAAACA3241F15D126D300E5641,1
286,767,2006-03-31 06:01:47,0101000020110F000081FF737BADCA3241EEAE5424EC0D5641,1
287,767,2006-04-01 04:01:54,0101000020110F0000FC90540359CA32413D111FAEFB0D5641,1
288,767,2006-04-01 08:02:17,0101000020110F000060C147F5DBCA32410A90175DD50D5641,1
289,767,2006-04-01 16:02:52,0101000020110F00005ECBB7604BCB32412B229A43BB0D5641,1
290,767,2006-04-01 20:02:41,0101000020110F0000340C828504CA32417202CB2AA00D5641,1
291,767,2006-04-02 04:00:47,0101000020110F00007728D085F8CA32416C28B11AFE0D5641,1
292,767,2006-04-02 08:01:47,0101000020110F0000567C85327ACA3241DA3351DAED0D5641,1
293,767,2006-04-02 16:03:06,0101000020110F0000EE3A7EAA37CD32418AFC2188020E5641,1
295,767,2006-04-03 16:02:19,0101000020110F000016E9D1F132CC3241FF7C55970B0E5641,1
296,767,2006-04-03 20:03:03,0101000020110F000014E1EC2AECCB3241ECD9D692CA0D5641,1
297,767,2006-04-04 04:02:24,0101000020110F00000C8B59C649CB3241897D00EC420E5641,1
299,767,2006-04-04 16:02:02,0101000020110F00006341E5E783CB3241FB2D705DAD0D5641,1
300,767,2006-04-05 00:03:06,0101000020110F00001D50BAC46ACA324178ED71B9150E5641,1
367,767,2006-04-25 20:01:54,0101000020110F00008F057D30F7C432411499182F7E0F5641,2
302,767,2006-04-05 08:00:55,0101000020110F00000214C0DC43CA32414DD4B52AF60D5641,1
303,767,2006-04-05 16:01:55,0101000020110F00002BF4A829F6CA324121318D2AF80D5641,1
304,767,2006-04-06 16:02:10,0101000020110F00008CAEC131B3CB3241397CF12D150E5641,1
305,767,2006-04-07 04:01:23,0101000020110F0000D79EBC2066CB32415FCDE692400E5641,1
306,767,2006-04-07 08:01:17,0101000020110F0000D1943AF059CB32417784D3B9B20D5641,1
307,767,2006-04-07 16:01:53,0101000020110F0000C67A59E9E5CB3241992585E9D00D5641,1
308,767,2006-04-09 00:01:54,0101000020110F0000D38E342A4BCA32413344C2272A0E5641,1
309,767,2006-04-09 12:03:01,0101000020110F00007A8A5EFA32CC3241DDD525DDFD0D5641,1
310,767,2006-04-09 20:02:58,0101000020110F00001617C3B550CB3241EBD67CA5290E5641,1
311,767,2006-04-10 00:02:31,0101000020110F0000733CB0E651CB3241CFA2D85D3C0E5641,1
312,767,2006-04-10 08:03:09,0101000020110F0000839C9CD1D2CA3241719FC731DE0D5641,1
313,767,2006-04-10 20:02:47,0101000020110F00007CF24D57A3CA324150843DEB300E5641,1
314,767,2006-04-11 00:01:09,0101000020110F0000DB0DCB92BACA324150FB90413D0E5641,1
316,767,2006-04-11 20:01:44,0101000020110F000046DA9D2F3DCC324163D609D2230E5641,1
317,767,2006-04-12 08:02:24,0101000020110F00001EA14DA41FCC32417E2C2DE1F10D5641,1
318,767,2006-04-12 16:01:52,0101000020110F0000C8499B1117CB324103226716ED0D5641,1
319,767,2006-04-12 20:03:01,0101000020110F00008807FFF25ECC32413B69C816E20D5641,1
321,767,2006-04-13 04:02:19,0101000020110F00008812CA580BCB3241BC3BB4D7550E5641,1
322,767,2006-04-13 16:02:23,0101000020110F00009A9CD220A9C9324111BFC58FB20D5641,1
323,767,2006-04-13 20:01:51,0101000020110F0000F92E84E3B6CA32416EE94522060E5641,1
324,767,2006-04-14 08:02:19,0101000020110F0000683CB64F5DCB3241EC57F2EF3D0E5641,1
325,767,2006-04-14 20:03:04,0101000020110F00001024ADABF3CB3241E06C9016EB0D5641,1
326,767,2006-04-15 04:02:55,0101000020110F000060E5F16D3DCB32414CE9912B270E5641,1
327,767,2006-04-15 08:01:12,0101000020110F0000AB984AD09FCB3241F93C528EB10D5641,1
328,767,2006-04-15 20:02:59,0101000020110F00007B77D8C084CC32412C5EF20EBF0D5641,1
329,767,2006-04-16 00:02:55,0101000020110F0000E050F0EB56CB32414D02E9D0480E5641,1
330,767,2006-04-16 20:01:04,0101000020110F0000EE0EC6C061CB3241B0CFF52E3F0E5641,1
331,767,2006-04-17 04:02:52,0101000020110F00003D3A01426ACB32415E2D37F90C0E5641,1
332,767,2006-04-17 08:03:03,0101000020110F0000DCC73C2B70CB324175997532240E5641,1
333,767,2006-04-17 16:02:54,0101000020110F00000564F9944DCB3241B7A8E239D90D5641,1
334,767,2006-04-17 20:02:58,0101000020110F0000D5C302E25FCB3241581F4FC0350E5641,1
335,767,2006-04-18 08:02:38,0101000020110F00008D32F273E9CC324181DEE749E40D5641,1
337,767,2006-04-19 12:01:59,0101000020110F0000EA78696C28CB32413BE6591BD00D5641,1
338,767,2006-04-19 20:02:58,0101000020110F00003064B7E9E5CC324156A2A62E910E5641,1
339,767,2006-04-20 04:02:35,0101000020110F00009950FBFED0CC3241882A1FC2950E5641,1
