gid,animal,time,geom,label
887,767,2006-09-29 16:02:29,0101000020110F00009934FC3AF8C83241F5DCFE07F20F5641,2
894,767,2006-10-02 20:01:24,0101000020110F00006A2B9BF26AC33241979E19BC3C0F5641,2
901,767,2006-10-05 04:02:22,0101000020110F00003CA4181192C432415A0F804C5D0F5641,2
923,767,2006-10-11 04:01:50,0101000020110F0000A4DEF874C1C532414F05BD87A10F5641,2
945,767,2006-10-16 00:01:24,0101000020110F0000C5B5D2B94CC4324140D4459C900F5641,2
969,767,2006-10-22 00:00:54,0101000020110F00009077DC8251C3324180A5CA84AE0F5641,2
991,767,2006-10-27 12:03:05,0101000020110F0000FBB09C5B0EC73241D73681420B105641,2
999,767,2006-10-29 04:00:49,0101000020110F0000725BCF463EC43241ABBE88C0950F5641,2
1005,767,2006-10-30 16:02:29,0101000020110F0000F8CE81E636C7324100B4DC6006105641,2
1027,767,2006-11-04 04:00:55,0101000020110F00003DD6AD1649C63241ADEF6ABA840F5641,2
1052,767,2006-11-09 00:01:24,0101000020110F000065F815BE91C3324149526B311D0F5641,2
655,767,2006-07-18 04:02:07,0101000020110F0000EB11B46EF6C4324173BC80DF8F0F5641,2
661,767,2006-07-22 20:02:07,0101000020110F00001BAAD6C22DC732417532A12CD20F5641,2
682,767,2006-08-03 12:02:59,0101000020110F00006265976F14C7324113AED1B9FB0F5641,2
703,767,2006-08-13 16:02:25,0101000020110F0000C43CD00F34C732419957602A0C105641,2
745,767,2006-08-16 22:30:41,0101000020110F0000D38F7E327DC632417E03722B630F5641,2
752,767,2006-08-19 04:02:16,0101000020110F0000355562166CC63241BC5F60F85C0F5641,2
758,767,2006-08-21 04:02:12,0101000020110F0000D72EF154F5C53241E39BF941A10F5641,2
779,767,2006-08-27 04:00:48,0101000020110F0000B30B06664EC6324151A6EEA6590F5641,2
800,767,2006-09-02 20:01:41,0101000020110F0000238061F387C63241A2B8E1DB560F5641,2
821,767,2006-09-09 20:00:53,0101000020110F00009015DB33CDC632412E1D73FD890F5641,2
842,767,2006-09-15 20:00:53,0101000020110F0000C8762146F9C63241F7901345490F5641,2
849,767,2006-09-18 00:01:23,0101000020110F0000918F486D21C7324143D8BC035B0F5641,2
855,767,2006-09-20 04:01:24,0101000020110F00007570F2E9B1C332413798BAA1290F5641,2
876,767,2006-09-25 20:01:23,0101000020110F0000F81618F9E6C632411134EAD6450F5641,2
897,767,2006-10-03 20:01:52,0101000020110F00002D642AC42FC83241F83B0EB3BD0F5641,2
918,767,2006-10-10 00:01:45,0101000020110F00003A696D3D9CC332414A50B2E2390F5641,2
939,767,2006-10-14 16:01:52,0101000020110F00009F5A1AFD6BC73241B4686E9CBF0F5641,2
946,767,2006-10-16 04:02:17,0101000020110F00007A134BF92AC43241FD24A7548A0F5641,2
952,767,2006-10-18 00:00:52,0101000020110F000079701CDDF6C23241E1CEC5CF0A0F5641,2
973,767,2006-10-22 20:00:55,0101000020110F00008B385B6B4EC5324193A13293BF0F5641,2
994,767,2006-10-28 04:00:54,0101000020110F00003159A25202C6324182184DA3850F5641,2
1015,767,2006-11-02 00:00:53,0101000020110F0000460380980BC63241D293CBC8A40F5641,2
1036,767,2006-11-06 00:02:01,0101000020110F0000A7FC730761C33241AD6DA9B7AB0F5641,2
1043,767,2006-11-07 12:02:11,0101000020110F000041C7795453C63241E5CD46FBEC0F5641,2
1070,767,2006-11-13 04:00:49,0101000020110F00008CC0F5DC5FC53241BCC2E9DA700F5641,2
1091,767,2006-11-17 04:00:53,0101000020110F0000AA5350A1A3C23241192BE08F830F5641,2
76,767,2005-12-29 00:02:48,0101000020110F000078D92B506FCC324198C243B1C20D5641,1
1133,767,2006-11-26 20:00:54,0101000020110F00003D15475CF4C33241B3990112FF0E5641,2
73,767,2005-12-27 18:02:44,0101000020110F000067DCED649BCB3241E10E8E631F0E5641,1
79,767,2005-12-29 18:02:45,0101000020110F000091BAF8F92CCB324161E0D821EB0D5641,1
100,767,2006-01-09 12:02:12,0101000020110F00005DD2C58324CA32415963D68A3E0E5641,1
121,767,2006-01-21 00:01:53,0101000020110F000024CECC12EACA32414FF902E7750E5641,1
142,767,2006-01-29 06:02:52,0101000020110F0000D4173AB512CD324135A1E0ED2F0E5641,1
163,767,2006-02-06 06:01:18,0101000020110F00005A34D7F121CB3241B1A9EDF6E80D5641,1
170,767,2006-02-08 06:01:24,0101000020110F00003415C173F6CA32415F8A40887B0E5641,1
176,767,2006-02-10 00:01:31,0101000020110F0000A5DC3BCE24CB324113BA6AE9510E5641,1
197,767,2006-02-22 12:01:36,0101000020110F0000979261582DCC324116ADF59E890E5641,1
218,767,2006-03-03 12:01:53,0101000020110F0000EC5A31CE07CA32411BA246FAEB0D5641,1
239,767,2006-03-11 06:02:33,0101000020110F0000695EC4318BC93241B3EC6AF5AB0D5641,1
260,767,2006-03-20 06:02:56,0101000020110F00008C3A08F48CC93241BFFF20C7970E5641,1
267,767,2006-03-22 18:01:52,0101000020110F000080E830FF2BCB3241A0B5AC16F00D5641,1
273,767,2006-03-26 00:01:52,0101000020110F0000C59B0C5B51CB3241BEB2FB20E90D5641,1
294,767,2006-04-02 20:01:51,0101000020110F0000CC4F60FF4FCB32418ED645FDDA0E5641,1
